Title,Year,is_selected,do_finetuning,decision_threshold,Source title
WarningsGuru: Integrating statistical bug models with static analysis to provide timely and specific bug warnings,2018,yes,no,,ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
MULTI: Multi-objective effort-aware just-in-time software defect prediction,2018,yes,no,,Information and Software Technology
Hora: Architecture-aware online failure prediction,2018,no,,,Journal of Systems and Software
Roles and Impacts of Hands-on Software Architects in Five Industrial Case Studies,2018,no,,,Proceedings - International Conference on Software Engineering
Surgical teams on GitHub: Modeling performance of GitHub project development processes,2018,no,,,Information and Software Technology
On Accelerating Source Code Analysis at Massive Scale,2018,no,,,IEEE Transactions on Software Engineering
Combining spreadsheet smells for improved fault prediction,2018,yes,yes,,Proceedings - International Conference on Software Engineering
Effective fault prediction model developed using Least Square Support Vector Machine (LSSVM),2018,yes,no,,Journal of Systems and Software
A benchmark study on the effectiveness of search-based data selection and feature selection for cross project defect prediction,2018,yes,no,,Information and Software Technology
MAHAKIL: Diversity based oversampling approach to alleviate the class imbalance issue in software defect prediction,2018,yes,yes,,Proceedings - International Conference on Software Engineering
Proceedings - International Conference on Software Engineering,2018,no,,,Proceedings - International Conference on Software Engineering
CLEVER: Combining code metrics with clone detection for just-in-time fault prevention and resolution in large industrial projects,2018,yes,no,,Proceedings - International Conference on Software Engineering
Are Mutation Scores Correlated with Real Fault Detection? A Large Scale Empirical study on the Relationship Between Mutants and Real Faults,2018,no,,,Proceedings - International Conference on Software Engineering
Keep it simple: Is deep learning good for linguistic smell detection?,2018,no,,,"25th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2018 - Proceedings"
Artefact: An r implementation of the autospearman function,2018,no,,,"Proceedings - 2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018"
Poster: Defect prediction metrics for infrastructure as code scripts in DevOps,2018,no,,,Proceedings - International Conference on Software Engineering
"The impacts of techniques, programs and tests on automated program repair: An empirical study",2018,no,,,Journal of Systems and Software
Feedback-based integrated prediction: Defect prediction based on feedback from software testing process,2018,yes,no,,Journal of Systems and Software
A Multiple-Model Reliability Prediction Approach for Condition-Based Maintenance,2018,no,,,IEEE Transactions on Reliability
Software defect prediction using stacked denoising autoencoders and two-stage ensemble learning,2018,yes,no,,Information and Software Technology
On the value of a prioritization scheme for resolving Self-admitted technical debt,2018,no,,,Journal of Systems and Software
Ridge and Lasso Regression Models for Cross-Version Defect Prediction,2018,yes,no,,IEEE Transactions on Reliability
Detecting Overly Strong Preconditions in Refactoring Engines,2018,no,,,IEEE Transactions on Software Engineering
Software metrics thresholds calculation techniques to predict fault-proneness: An empirical comparison,2018,yes,no,,Information and Software Technology
Investigating the impact of fault data completeness over time on predicting class fault-proneness,2018,yes,no,,Information and Software Technology
Not all bug reopens are negative: A case study on eclipse bug reports,2018,no,,,Information and Software Technology
A preliminary study on using code smells to improve bug localization,2018,no,,,Proceedings - International Conference on Software Engineering
Improving regression test efficiency with an awareness of refactoring changes,2018,no,,,Information and Software Technology
Poster: Identifying TraIn: A neglected form of socio-Technical incongruence,2018,no,,,Proceedings - International Conference on Software Engineering
Autospearman: Automatically mitigating correlated software metrics for interpreting defect models,2018,no,,,"Proceedings - 2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018"
On the use of hidden markov model to predict the time to fix bugs,2018,no,,,IEEE Transactions on Software Engineering
SketchFix: A tool for automated program repair approach using lazy candidate generation,2018,no,,,ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Recent Advances in Software Reliability Assurance,2018,no,,,"Proceedings - 29th IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2018"
A Large-scale empirical study on linguistic antipatterns affecting apis,2018,no,,,"Proceedings - 2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018"
MAHAKIL: Diversity Based Oversampling Approach to Alleviate the Class Imbalance Issue in Software Defect Prediction,2018,yes,no,,IEEE Transactions on Software Engineering
Characteristics of defective infrastructure as code scripts in DevOps,2018,no,,,Proceedings - International Conference on Software Engineering
Predicting Software Defects Based on Cognitive Error Theories,2018,no,,,"Proceedings - 29th IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2018"
MODE: Automated neural network model debugging via state differential analysis and input selection,2018,no,,,ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Cross-Project and Within-Project Semisupervised Software Defect Prediction: A Unified Approach,2018,yes,yes (for their approaches only),,IEEE Transactions on Reliability
Proceedings - International Conference on Software Engineering,2018,no,,,Proceedings - International Conference on Software Engineering
An Approach for Predicting Bug Report Fields Using a Neural Network Learning Model,2018,no,,,"Proceedings - 29th IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2018"
Moving towards objective measures of program comprehension,2018,no,,,ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Cross project defect prediction using class distribution estimation and oversampling,2018,yes,no,,Information and Software Technology
Early software defect prediction: A systematic map and review,2018,no,,,Journal of Systems and Software
Assessing personalized software defect predictors,2018,yes,no,,Proceedings - International Conference on Software Engineering
A replication study: Just-in-time defect prediction with ensemble learning,2018,yes,no,,Proceedings - International Conference on Software Engineering
Using Supervised Learning to Guide the Selection of Software Inspectors in Industry,2018,no,,,"Proceedings - 29th IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2018"
Methods and tools for focusing and prioritizing the testing effort,2018,no,,,"Proceedings - 2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018"
Poster: The buggy side of code refactoring: Understanding the relationship between refactorings and bugs,2018,no,,,Proceedings - International Conference on Software Engineering
An Integrated Prognostics Method for Failure Time Prediction of Gears Subject to the Surface Wear Failure Mode,2018,no,,,IEEE Transactions on Reliability
Practices and tools for better software testing,2018,no,,,ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Heterogeneous Defect Prediction,2018,yes,no,,IEEE Transactions on Software Engineering
Re-evaluating method-level bug prediction,2018,yes,no,,"25th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2018 - Proceedings"
A Developer Centered Bug Prediction Model,2018,yes,no,,IEEE Transactions on Software Engineering
Proceedings - International Conference on Software Engineering,2018,no,,,Proceedings - International Conference on Software Engineering
Poster: Bridging effort-Aware prediction and strong classification: A just-in-Time software defect prediction study,2018,no,,,Proceedings - International Conference on Software Engineering
Are Fix-Inducing Changes a Moving Target? A Longitudinal Case Study of Just-In-Time Defect Prediction,2018,no,,,IEEE Transactions on Software Engineering
Cross-version defect prediction via hybrid active learning with kernel principal component analysis,2018,yes,yes (only for their approach),,"25th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2018 - Proceedings"
Predictive analytics for software testing: Keynote paper,2018,no,,,Proceedings - International Conference on Software Engineering
Development of a human error taxonomy for software requirements: A systematic literature review,2018,no,,,Information and Software Technology
Reproducibility and replicability of software defect prediction studies,2018,no,,,Information and Software Technology
A software quality framework for large-scale mission-critical systems engineering,2018,no,,,Information and Software Technology
Proceedings - International Conference on Software Engineering,2018,no,,,Proceedings - International Conference on Software Engineering
"Performance-Based Gas Turbine Health Monitoring, Diagnostics, and Prognostics: A Survey",2018,no,,,IEEE Transactions on Reliability
"Is ""better data"" better than ""better data miners""?: On the benefits of tuning SMOTE for defect prediction",2018,yes,yes,,Proceedings - International Conference on Software Engineering
A Comparative Study to Benchmark Cross-Project Defect Prediction Approaches,2018,no,,,IEEE Transactions on Software Engineering
On the relation of test smells to software code quality,2018,no,,,"Proceedings - 2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018"
Poster: Leveraging product relationships to generate candidate bugs for duplicate bug prediction,2018,no,,,Proceedings - International Conference on Software Engineering
An initial characterization of bug-injecting development sessions,2018,no,,,Proceedings - International Conference on Software Engineering
Identification of methods with low fault risk,2018,no,,,Proceedings - International Conference on Software Engineering
On the Multiple Sources and Privacy Preservation Issues for Heterogeneous Defect Prediction,2019,,,,IEEE Transactions on Software Engineering
Balancing the trade-off between accuracy and interpretability in software defect prediction,2019,yes,no,,Empirical Software Engineering
"SWAN_ASSIST: Semi-automated detection of code-specific, security-relevant methods",2019,no,,,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019"
Investigating the Impact of Multiple Dependency Structures on Software Defects,2019,no,,,Proceedings - International Conference on Software Engineering
DEEPLINK: Recovering issue-commit links based on deep learning,2019,no,,,Journal of Systems and Software
TSTSS: A two-stage training subset selection framework for cross version defect prediction,2019,yes,yes,,Journal of Systems and Software
Generating commit messages from diffs using pointer-generator network,2019,no,,,IEEE International Working Conference on Mining Software Repositories
A comprehensive study on deep learning bug characteristics,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs,2019,no,,,Proceedings - International Conference on Software Engineering
Bellwethers: A Baseline Method for Transfer Learning,2019,yes,no,,IEEE Transactions on Software Engineering
Latent error prediction and fault localization for microservice applications by learning from system trace logs,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Test-related factors and post-release defects: An empirical study,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
LDFR: Learning deep feature representation for software defect prediction,2019,yes,yes,,Journal of Systems and Software
The impact of feature reduction techniques on defect prediction models,2019,yes,yes,,Empirical Software Engineering
Improving defect prediction with deep forest,2019,yes,yes,,Information and Software Technology
Empirical evaluation of the impact of class overlap on software defect prediction,2019,yes,yes,,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019"
What do developers know about machine learning: A study of ML discussions on stackoverflow,2019,no,,,IEEE International Working Conference on Mining Software Repositories
Revisiting supervised and unsupervised models for effort-aware just-in-time defect prediction,2019,yes,no,,Empirical Software Engineering
Correction of 'A Comparative Study to Benchmark Cross-Project Defect Prediction Approaches',2019,no,,,IEEE Transactions on Software Engineering
An empirical study on the issue reports with questions raised during the issue resolving process,2019,no,,,Empirical Software Engineering
The usefulness of software metric thresholds for detection of bad smells and fault prediction,2019,no,,,Information and Software Technology
Ranking of software developers based on expertise score for bug triaging,2019,no,,,Information and Software Technology
Lessons learned from using a deep tree-based model for software defect prediction in practice,2019,yes,no,,IEEE International Working Conference on Mining Software Repositories
A systematic literature review and meta-analysis on cross project defect prediction,2019,no,,,IEEE Transactions on Software Engineering
Automatically detecting missing cleanup for ungraceful exits,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
A bug finder refined by a large set of open-source projects,2019,no,,,Information and Software Technology
Software defect prediction based on kernel PCA and weighted extreme learning machine,2019,yes,yes,,Information and Software Technology
A taxonomy of metrics for software fault prediction,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Detecting error-handling bugs without error specification input,2019,no,,,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019"
Bisecting commits and modeling commit risk during testing,2019,no,,,ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
A Comprehensive Investigation of the Role of Imbalanced Learning for Software Defect Prediction,2019,yes,no,,IEEE Transactions on Software Engineering
DeepJIT: An end-to-end deep learning framework for just-in-time defect prediction,2019,yes,yes,,IEEE International Working Conference on Mining Software Repositories
On the relative value of data resampling approaches for software defect prediction,2019,yes,yes,,Empirical Software Engineering
The Impact of Automated Parameter Optimization on Defect Prediction Models,2019,yes,yes,,IEEE Transactions on Software Engineering
Toward a smell-aware bug prediction model,2019,yes,no,,IEEE Transactions on Software Engineering
Associating working memory capacity and code change ordering with code review performance,2019,no,,,Empirical Software Engineering
Text Filtering and Ranking for Security Bug Report Prediction,2019,no,,,IEEE Transactions on Software Engineering
File-level socio-technical congruence and its relationship with bug proneness in OSS projects,2019,no,,,Journal of Systems and Software
SPrinter: A static checker for finding smart pointer errors in C++ programs,2019,no,,,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019"
Automatically identifying code features for software defect prediction: Using AST N-grams,2019,yes,no,,Information and Software Technology
Source code properties of defective infrastructure as code scripts,2019,no,,,Information and Software Technology
Machine learning techniques for code smell detection: A systematic literature review and meta-analysis,2019,no,,,Information and Software Technology
ConPredictor: Concurrency Defect Prediction in Real-World Applications,2019,yes,no,,IEEE Transactions on Software Engineering
Fine-grained just-in-time defect prediction,2019,yes,no,,Journal of Systems and Software
Software defect number prediction: Unsupervised vs supervised methods,2019,yes,yes,,Information and Software Technology
An empirical study on pareto based multi-objective feature selection for software defect prediction,2019,yes,no,,Journal of Systems and Software
Snoring: A noise in defect prediction datasets,2019,no,,,IEEE International Working Conference on Mining Software Repositories
Achieving change requirements of feature models by an evolutionary approach,2019,no,,,Journal of Systems and Software
ISENSE: Completion-Aware Crowdtesting Management,2019,no,,,Proceedings - International Conference on Software Engineering
An empirical study towards characterizing deep learning development and deployment across different frameworks and platforms,2019,no,,,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019"
High-level software requirements and iteration changes: a predictive model,2019,no,,,Empirical Software Engineering
A two-phase transfer learning model for cross-project defect prediction,2019,yes,no,,Information and Software Technology
Effective fault localization of automotive Simulink models: achieving the trade-off between test oracle effort and fault localization accuracy,2019,no,,,Empirical Software Engineering
Mining Software Defects: Should We Consider Affected Releases?,2019,yes,no,,Proceedings - International Conference on Software Engineering
Bug report severity level prediction in open source software: A survey and research opportunities,2019,no,,,Information and Software Technology
Design Rule Spaces: A New Model for Representing and Analyzing Software Architecture,2019,no,,,IEEE Transactions on Software Engineering
Class Imbalance Evolution and Verification Latency in Just-in-Time Software Defect Prediction,2019,yes,no,,Proceedings - International Conference on Software Engineering
Better together: Comparing vulnerability prediction models,2020,no,,,Information and Software Technology
An Empirical Study of i18n Collateral Changes and Bugs in GUIs of Android apps,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
On the performance of method-level bug prediction: A negative result,2020,yes,no,,Journal of Systems and Software
Software visualization and deep transfer learning for effective software defect prediction,2020,yes,yes,,Proceedings - International Conference on Software Engineering
Studying the Relationship Between the Usage of APIs Discussed in the Crowd and Post-Release Defects,2020,yes,no,,Journal of Systems and Software
On the assessment of software defect prediction models via ROC curves,2020,no,,,Empirical Software Engineering
Improving Ranking-Oriented Defect Prediction Using a Cost-Sensitive Ranking SVM,2020,yes,no,,IEEE Transactions on Reliability
Assessing practitioner beliefs about software defect prediction,2020,no,,,Proceedings - International Conference on Software Engineering
A Novel Class-Imbalance Learning Approach for Both Within-Project and Cross-Project Defect Prediction,2020,yes,no,,IEEE Transactions on Reliability
Imbalanced metric learning for crashing fault residence prediction,2020,yes,yes,,Journal of Systems and Software
Using Defect Prediction to Improve the Bug Detection Capability of Search-Based Software Testing,2020,no,,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
Statistical Models of Overdispersed Spatial Defects for Predicting the Yield of Integrated Circuits,2020,no,,,IEEE Transactions on Reliability
"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020",2020,no,,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
A cost-efficient approach to building in continuous integration,2020,no,,,Proceedings - International Conference on Software Engineering
A systematic review of unsupervised learning techniques for software defect prediction,2020,no,,,Information and Software Technology
Large-Scale Empirical Studies on Effort-Aware Security Vulnerability Prediction Methods,2020,no,,,IEEE Transactions on Reliability
"Cross-version defect prediction: use historical data, cross-project data, or both?",2020,yes,no,,Empirical Software Engineering
Test Methodologies and Test-Time Compression for Emerging Non-Volatile Memory,2020,no,,,IEEE Transactions on Reliability
Threats to validity in experimenting mutation-based fault localization,2020,no,,,Proceedings - International Conference on Software Engineering
Database-Access Performance Antipatterns in Database-Backed Web Applications,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
Primers or reminders the effects of existing review comments on code review,2020,no,,,Proceedings - International Conference on Software Engineering
Predicting failures in multi-tier distributed systems,2020,no,,,Journal of Systems and Software
Defect Prediction Guided Search-Based Software Testing,2020,no,,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
CPC: Automatically classifying and propagating natural language comments via program analysis,2020,no,,,Proceedings - International Conference on Software Engineering
JITBot: An Explainable Just-In-Time Defect Prediction Bot,2020,no,,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
An Interactive and Dynamic Search-Based Approach to Software Refactoring Recommendations,2020,no,,,IEEE Transactions on Software Engineering
Automatically predicting bug severity early in the development process,2020,no,,,Proceedings - International Conference on Software Engineering
On the need of preserving order of data when validating within-project defect classifiers,2020,yes,no,,Empirical Software Engineering
An automatically created novel bug dataset and its validation in bug prediction,2020,yes,no,,Journal of Systems and Software
Descriptions of issues and comments for predicting issue success in software projects,2020,no,,,Journal of Systems and Software
On tracking Java methods with Git mechanisms,2020,no,,,Journal of Systems and Software
Cc2vec: Distributed representations of code changes,2020,no,,,Proceedings - International Conference on Software Engineering
CVE-assisted large-scale security bug report dataset construction method,2020,yes,no,,Journal of Systems and Software
On the Impact of Multi-language Development in Machine Learning Frameworks,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
An empirical comparison of predictive models for web page performance,2020,no,,,Information and Software Technology
A machine-learning based ensemble method for anti-patterns detection,2020,no,,,Journal of Systems and Software
WR-ELM: Weighted Regularization Extreme Learning Machine for Imbalance Learning in Software Fault Prediction,2020,yes,no,,IEEE Transactions on Reliability
What disconnects practitioner belief and empirical evidence ?,2020,no,,,Proceedings - International Conference on Software Engineering
Selecting fault revealing mutants,2020,no,,,Empirical Software Engineering
On the feasibility of automated prediction of bug and non-bug issues,2020,no,,,Empirical Software Engineering
On the time-based conclusion stability of cross-project defect prediction models,2020,yes,no,,Empirical Software Engineering
Verifying object construction,2020,no,,,Proceedings - International Conference on Software Engineering
Bridging fault localisation and defect prediction,2020,no,,,Proceedings - International Conference on Software Engineering
Recognizing lines of code violating company-specific coding guidelines using machine learning: A Method and Its Evaluation,2020,no,,,Empirical Software Engineering
"Proceedings - 2020 ACM/IEEE 42nd International Conference on Software Engineering: New Ideas and Emerging Results, ICSE-NIER 2020",2020,no,,,Proceedings - International Conference on Software Engineering
BiLO-CPDP: Bi-Level Programming for Automated Model Discovery in Cross-Project Defect Prediction,2020,yes,yes,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
"Third-party libraries in mobile apps: When, how, and why developers update them",2020,no,,,Empirical Software Engineering
"Perceptions, Expectations, and Challenges in Defect Prediction",2020,no,,,IEEE Transactions on Software Engineering
Incorporating fault-proneness estimations into coverage-based test case prioritization methods,2020,yes,no,,Information and Software Technology
CounterFault: Value-Based Fault Localization by Modeling and Predicting Counterfactual Outcomes,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
Integration of Program Slicing with Cognitive Complexity for Defect Prediction,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
WARDER: Towards effective spreadsheet defect detection by validity-based cell cluster refinements,2020,no,,,Journal of Systems and Software
Towards a new Test Case Prioritization Approach based on Fuzzy Clustering Analysis,2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
"Correction to: On the feasibility of automated prediction of bug and non-bug issues (Empirical Software Engineering, (2020), 25, 6, (5333-5369), 10.1007/s10664-020-09885-w)",2020,no,,,Empirical Software Engineering
On the relation between Github communication activity and merge conflicts,2020,no,,,Empirical Software Engineering
Transformed k-nearest neighborhood output distance minimization for predicting the defect density of software projects,2020,no,,,Journal of Systems and Software
An investigation of cross-project learning in online just-in-time so ware defect prediction,2020,yes,yes,,Proceedings - International Conference on Software Engineering
The impact of context metrics on just-in-time defect prediction,2020,yes,yes,,Empirical Software Engineering
REPD: Source code defect prediction as anomaly detection,2020,yes,no,,Journal of Systems and Software
LTRWES: A new framework for security bug report detection,2020,no,,,Information and Software Technology
Automatic prediction of the severity of bugs using stack traces and categorical features,2020,no,,,Information and Software Technology
Understanding the automated parameter optimization on transfer learning for cross-project defect prediction: An empirical study,2020,yes,yes,,Proceedings - International Conference on Software Engineering
How Well Do Change Sequences Predict Defects? Sequence Learning from Software Changes,2020,yes,yes,,IEEE Transactions on Software Engineering
"How (Not) to Find Bugs: The Interplay between Merge Conflicts, Co-Changes, and Bugs",2020,no,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
Debugging Static Analysis,2020,no,,,IEEE Transactions on Software Engineering
Some SonarQube issues have a significant but small effect on faults and changes. A large-scale empirical study,2020,no,,,Journal of Systems and Software
The Impact of Class Rebalancing Techniques on the Performance and Interpretation of Defect Prediction Models,2020,yes,no,,IEEE Transactions on Software Engineering
A large-scale empirical study on vulnerability distribution within projects and the lessons learned,2020,no,,,Proceedings - International Conference on Software Engineering
Static source code metrics and static analysis warnings for fine-grained just-in-time defect prediction,2020,yes,no,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020"
Bug severity prediction using question-and-answer pairs from Stack Overflow,2020,no,,,Journal of Systems and Software
Cloud reliability and efficiency improvement via failure risk based proactive actions,2020,no,,,Journal of Systems and Software
Learning actionable analytics from multiple software projects,2020,no,,,Empirical Software Engineering
Establishing multilevel test-to-code traceability links,2020,no,,,Proceedings - International Conference on Software Engineering
Dissector: Input validation for deep learning applications by crossing-layer dissection,2020,no,,,Proceedings - International Conference on Software Engineering
Effort-Aware semi-Supervised just-in-Time defect prediction,2020,yes,no,,Information and Software Technology
Exploring software bug-proneness based on evolutionary clique modeling and analysis,2020,no,,,Information and Software Technology
The impact of automated feature selection techniques on the interpretation of defect models,2020,yes,no,,Empirical Software Engineering
Towards Generating Thread-Safe Classes Automatically,2020,no,,,"Proceedings - 2020 35th IEEE/ACM International Conference on Automated Software Engineering, ASE 2020"
Deep Semantic Feature Learning for Software Defect Prediction,2020,yes,yes,,IEEE Transactions on Software Engineering
An empirical study on clone consistency prediction based on machine learning,2021,no,,,Information and Software Technology
Change impact analysis: A systematic mapping study,2021,no,,,Journal of Systems and Software
Within-Project Software Aging Defect Prediction Based on Active Learning,2021,yes,no,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
Multi-source Cross Project Defect Prediction with Joint Wasserstein Distance and Ensemble Learning,2021,yes,no,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Evaluating Bug Prediction under Realistic Settings,2021,yes,yes,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
Inter-release defect prediction with feature selection using temporal chunk-based learning: An empirical study,2021,yes,yes,,Applied Soft Computing
Software defect prediction based on gated hierarchical LSTMs,2021,yes,yes,,IEEE Transactions on Reliability
BEIRUT: Repository Mining for Defect Prediction,2021,yes,no,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
“Won't We Fix this Issue?” Qualitative characterization and automated identification of wontfix issues on GitHub,2021,no,,,Information and Software Technology
"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021",2021,no,,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
Targeted Code Inspection based on Human Errors,2021,no,,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
Leveraging developer information for efficient effort-aware bug prediction,2021,yes,yes,,Information and Software Technology
Joint feature representation learning and progressive distribution matching for cross-project defect prediction,2021,yes,no,,Information and Software Technology
Hellinger Net: A Hybrid Imbalance Learning Model to Improve Software Defect Prediction,2021,yes,yes,,IEEE Transactions on Reliability
Simplified deep forest model based just-in-time defect prediction for android mobile apps,2021,yes,no,,IEEE Transactions on Reliability
An efficient dual ensemble software defect prediction method with neural network,2021,yes,no,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
How to 'DODGE' Complex Software Analytics,2021,yes,yes,,IEEE Transactions on Software Engineering
Boosting coverage-based fault localization via graph-based representation learning,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Vet: Identifying and avoiding UI exploration tarpits,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Kernel spectral embedding transfer ensemble for heterogeneous defect prediction,2021,yes,yes,,IEEE Transactions on Software Engineering
On the prediction of long-lived bugs: An analysis and comparative study using FLOSS projects,2021,no,,,Information and Software Technology
COSTE: Complexity-based OverSampling TEchnique to alleviate the class imbalance problem in software defect prediction,2021,yes,no,,Information and Software Technology
How Long Will it Take to Mitigate this Incident for Online Service Systems?,2021,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
ARTINALI++: Multi-dimensional Specification Mining for Complex Cyber-Physical System Security,2021,no,,,Journal of Systems and Software
Failure Prediction for Cloud Applications through Ensemble Learning,2021,no,,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
Empirical study of transformers for source code,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Documenting Evidence of a Reuse of 'A Systematic Study of the Class Imbalance Problem in Convolutional Neural Networks',2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
The impact of using biased performance metrics on software defect prediction research,2021,no,,,Information and Software Technology
Real-time Energy Management for PV–battery–wind based microgrid using on-line sequential Kernel Based Robust Random Vector Functional Link Network,2021,no,,,Applied Soft Computing
EnHMM: On the Use of Ensemble HMMs and Stack Traces to Predict the Reassignment of Bug Report Fields,2021,no,,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
GCN2defect : GGraph Convolutional Networks for SMOTETomek-based Software Defect Prediction,2021,yes,no,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Automatically Identifying Bug Reports with Tactical Vulnerabilities by Deep Feature Learning,2021,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
A data-driven approach to simultaneous fault detection and diagnosis in data centers,2021,no,,,Applied Soft Computing
PyExplainer: Explaining the Predictions of Just-In-Time Defect Models,2021,yes,no,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
Automated defect prioritization based on defects resolved at various project periods,2021,no,,,Journal of Systems and Software
JSTAR: JavaScript Specification Type Analyzer using Refinement,2021,no,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
A comprehensive comparative study of clustering-based unsupervised defect prediction models,2021,yes,no,,Journal of Systems and Software
Investigation on the stability of SMOTE-based oversampling techniques in software defect prediction,2021,yes,yes,,Information and Software Technology
